objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language
uiblackhistory143,ha90.jpg,handwritten notes,,,undated,no,,,,,,,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory144,ha91.pdf,handwritten note,,,undated,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory145,ha93.jpg,Black Student Union meeting questions,Ivy,,1974-09-25,yes,,,,,,,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory146,ha94.jpg,employment figures for classified personnel,,,1974-09-25,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory147,ha95.jpg,handwritten notes,,,1974-09-25,yes,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory148,ha96.jpg,handwritten notes,,,1974-09-25,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory149,ha97.pdf,Equal Employment Opportunity Report,Thomas E. Richardson,,1973-03-27,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory150,ha107.jpg,handwritten memorandum,,,1974-09-11,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory151,ha108.pdf,"memorandum: ""Preparation for meeting on September 25, 1974"" (page 1)",Thomas E. Richardson,,1974-07-23,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory152,ha110.jpg,job description: Coordinator of Minority Student Programs,,,1974-01-01,yes,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory153,ha111.pdf,"memorandum: ""Preparation for meeting on September 25, 1974"" (page 1)",Thomas E. Richardson,,1974-07-23,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory154,ha141.pdf,Commonique from the Black Student Union: Press Release No. II (page 1),,,1974-04-22,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory155,ha144.pdf,response to the communique of the Black Student Union,,,1974-04-22,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory156,ha150.jpg,correspondence regarding receipt of the communique,Ernest Hartung,,1974-04-19,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory157,ha151.pdf,handwritten correspondence,,,1974-04-18,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
